"occurrence_no","name","diet","type","length_m","max_ma","min_ma","region","lng","lat","class","family"
488651,"Anabisetia",null,null,null,93.5,89.3,"Neuquén",-69.15123,-39.07045,"Ornithischia",null
488652,"Anabisetia",null,null,null,93.5,89.3,"Neuquén",-69.15123,-39.07045,"Ornithischia",null
489027,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"Montana",-106.099998,47.799999,"Ornithischia","Ceratopsidae"
489045,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"Montana",-106.183296,47.616699,"Ornithischia","Ceratopsidae"
489052,"Euoplocephalus","herbivorous","armored dinosaur",7,83.5,70.6,"Alberta",-111.099998,50.400002,"Ornithischia","Ankylosauridae"
489229,"Dacentrurus","herbivorous","armored dinosaur",6,155.7,150.8,null,-9.086667,39.498055,"Ornithischia","Stegosauridae"
489236,"Dacentrurus","herbivorous","armored dinosaur",6,155.7,150.8,"Leiria",-9.213611,39.453056,"Ornithischia","Stegosauridae"
489242,"Dacentrurus","herbivorous","armored dinosaur",6,155.7,150.8,"Leiria",-9.328531,39.373161,"Ornithischia","Stegosauridae"
489253,"Dacentrurus","herbivorous","armored dinosaur",6,150.8,145,"Lisboa",-9.332222,39.27639,"Ornithischia","Stegosauridae"
489299,"Hypacrosaurus","herbivorous","ornithopod",9,83.6,66,"Alberta",-112.911301,51.957401,"Ornithischia","Hadrosauridae"
489300,"Edmontosaurus","herbivorous","ornithopod",13,83.5,66,"Alberta",-112.911301,51.651798,"Ornithischia","Hadrosauridae"
489301,"Lambeosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-111.556114,50.73,"Ornithischia","Hadrosauridae"
489302,"Lambeosaurus","herbivorous","ornithopod",9,83.6,72.1,"Alberta",-111.488899,50.793301,"Ornithischia","Hadrosauridae"
489303,"Lambeosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-111.474808,50.74625,"Ornithischia","Hadrosauridae"
489304,"Edmontosaurus","herbivorous","ornithopod",13,72.1,66,"Wyoming",-104.531403,43.341301,"Ornithischia","Hadrosauridae"
489349,"Iguanodon","herbivorous","ornithopod",10,130,125.45,"Setubal",-9.214722,38.423889,"Ornithischia",null
489359,"Draconyx",null,null,null,152.1,145,"Estremadura",-9.334167,39.283611,"Ornithischia",null
489360,"Draconyx",null,null,null,152.1,145,"Estremadura",-8.08333,40.033329,"Ornithischia",null
489724,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Nei Mongol",106.98333,41.5,"Ornithischia","Psittacosauridae"
489862,"Dakotadon",null,null,null,139.8,132.9,"South Dakota",-103.621002,44.474701,"Ornithischia",null
490814,"Dryosaurus","herbivorous","ornithopod",4,155.7,145,"Colorado",-108.397202,38.583099,"Ornithischia","Dryosauridae"
490816,"Camptosaurus","herbivorous","ornithopod",5,155.7,145,"Colorado",-108.397202,38.583099,"Ornithischia",null
490817,"Stegosaurus","herbivorous","armored dinosaur",9,155.7,145,"Colorado",-108.397202,38.583099,"Ornithischia","Stegosauridae"
490992,"Edmontosaurus","herbivorous","ornithopod",13,72.1,66,"Colorado",-106.860558,40.285278,"Ornithischia","Hadrosauridae"
490998,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Colorado",-105.011108,39.810833,"Ornithischia","Ceratopsidae"
491001,"Edmontonia","herbivorous","armored dinosaur",4,72.1,66,"Colorado",-105.019165,39.793888,"Ornithischia","Nodosauridae"
491005,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Colorado",-104.333191,40.66996,"Ornithischia","Ceratopsidae"
491015,"Torosaurus","herbivorous","ceratopsian",7.5,72.1,66,"Colorado",-105.183609,39.844723,"Ornithischia","Ceratopsidae"
491032,"Pachycephalosaurus","herbivorous","ornithopod",8,72.1,66,"Colorado",-105.036667,39.836666,"Ornithischia","Pachycephalosauridae"
491034,"Edmontonia","herbivorous","armored dinosaur",4,72.1,66,"Colorado",-105.036667,39.836666,"Ornithischia","Nodosauridae"
491215,"Stegosaurus","herbivorous","armored dinosaur",9,155.7,145,"Oklahoma",-102.824997,36.897499,"Ornithischia","Stegosauridae"
491216,"Camptosaurus","herbivorous","ornithopod",5,155.7,145,"Oklahoma",-102.824997,36.897499,"Ornithischia",null
491221,"Stegosaurus","herbivorous","armored dinosaur",9,155.7,145,"Oklahoma",-102.962776,36.903057,"Ornithischia","Stegosauridae"
491222,"Camptosaurus","herbivorous","ornithopod",5,155.7,145,"Oklahoma",-102.962776,36.903057,"Ornithischia",null
491227,"Camptosaurus","herbivorous","ornithopod",5,155.7,145,"Oklahoma",-102.962776,36.903057,"Ornithischia",null
491229,"Camptosaurus","herbivorous","ornithopod",5,155.7,145,"Oklahoma",-102.962776,36.903057,"Ornithischia",null
491252,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,152.1,"Wyoming",-106.291,41.967098,"Ornithischia","Stegosauridae"
491253,"Gargoyleosaurus","herbivorous","armored dinosaur",4,157.3,152.1,"Wyoming",-106.291,41.967098,"Ornithischia","Nodosauridae"
491254,"Dryosaurus","herbivorous","ornithopod",4,157.3,152.1,"Wyoming",-106.291,41.967098,"Ornithischia","Dryosauridae"
491255,"Camptosaurus","herbivorous","ornithopod",5,157.3,152.1,"Wyoming",-106.291,41.967098,"Ornithischia",null
491257,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,152.1,"Wyoming",-106.138054,41.980556,"Ornithischia","Stegosauridae"
491258,"Dryosaurus","herbivorous","ornithopod",4,157.3,145,"Wyoming",-106.048615,42.017776,"Ornithischia","Dryosauridae"
491338,"Sauropelta","herbivorous","armored dinosaur",6.5,125,109,"Utah",-109.736702,38.759998,"Ornithischia","Nodosauridae"
491427,"Camptosaurus","herbivorous","ornithopod",5,157.3,145,"Colorado",-108.397202,38.583099,"Ornithischia",null
491434,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,145,"Utah",-110.367203,39.014301,"Ornithischia","Stegosauridae"
491440,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,145,"Wyoming",-106.00222,41.893055,"Ornithischia","Stegosauridae"
491445,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,145,"Wyoming",-106.00222,41.893055,"Ornithischia","Stegosauridae"
491451,"Drinker",null,null,null,152.1,145,"Wyoming",-105.963402,41.9077,"Ornithischia",null
491507,"Dryosaurus","herbivorous","ornithopod",4,157.3,145,"Wyoming",-104.734703,44.458099,"Ornithischia","Dryosauridae"
491509,"Stegosaurus","herbivorous","armored dinosaur",9,157.3,145,"Wyoming",-104.734703,44.458099,"Ornithischia","Stegosauridae"
493046,"Psittacosaurus","herbivorous","ceratopsian",2,145,100.5,"Nei Mongol",110.083336,41.016666,"Ornithischia","Psittacosauridae"
493180,"Stegosaurus","herbivorous","armored dinosaur",9,122.46,100.5,"Xinjiang",85.792046,46.043884,"Ornithischia","Stegosauridae"
493234,"Stegosaurus","herbivorous","armored dinosaur",9,122.46,100.5,"Xinjiang",85.666664,46.099998,"Ornithischia","Stegosauridae"
496305,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"South Dakota",-101.199997,45.750278,"Ornithischia","Ceratopsidae"
496308,"Brachyceratops",null,null,null,83.6,72.1,"Montana",-112.664398,48.9646,"Ornithischia","Ceratopsidae"
496309,"Thescelosaurus","herbivorous","ornithopod",3.5,72.1,66,"South Dakota",-103.492897,45.197701,"Ornithischia","Thescelosauridae"
496310,"Thescelosaurus","herbivorous","ornithopod",3.5,70.6,66,"Wyoming",-104.570831,43.272221,"Ornithischia","Thescelosauridae"
496312,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-105.238609,42.648609,"Ornithischia","Ceratopsidae"
496313,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.603691,43.27409,"Ornithischia","Ceratopsidae"
496314,"Edmontosaurus","herbivorous","ornithopod",13,72.1,66,"Montana",-106.698196,47.637699,"Ornithischia","Hadrosauridae"
497832,"Polacanthus","herbivorous","armored dinosaur",5,136.4,125.45,"Castilla y Leon",-3.233333,42.024166,"Ornithischia","Nodosauridae"
497837,"Rhabdodon","herbivorous","ornithopod",4,83.5,66,"Castilla y Leon",-4.3167,41.083302,"Ornithischia","Rhabdodontidae"
498253,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.161667,45.441387,"Ornithischia",null
498254,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.516899,45.485699,"Ornithischia",null
498255,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.516899,45.485699,"Ornithischia","Nodosauridae"
498256,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Wyoming",-107.855003,44.4944,"Ornithischia",null
498260,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.014999,44.542801,"Ornithischia","Nodosauridae"
498261,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Wyoming",-108.302002,44.964001,"Ornithischia",null
498265,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia",null
498848,"Psittacosaurus","herbivorous","ceratopsian",2,130,122.46,"Liaoning",120.8722,41.601398,"Ornithischia","Psittacosauridae"
498859,"Psittacosaurus","herbivorous","ceratopsian",2,130,122.46,"Liaoning",120.8722,41.601398,"Ornithischia","Psittacosauridae"
498861,"Psittacosaurus","herbivorous","ceratopsian",2,130,122.46,"Liaoning",120.8722,41.601398,"Ornithischia","Psittacosauridae"
498868,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.079597,45.438999,"Ornithischia",null
498869,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.079597,45.438999,"Ornithischia","Nodosauridae"
498870,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.079597,45.4244,"Ornithischia","Nodosauridae"
498871,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.079597,45.4244,"Ornithischia",null
498872,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.203201,45.409698,"Ornithischia",null
498874,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.182602,45.4244,"Ornithischia","Nodosauridae"
498876,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.223801,45.3951,"Ornithischia",null
498877,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.203201,45.380501,"Ornithischia",null
498879,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.2444,45.380501,"Ornithischia",null
498884,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.709999,45.124199,"Ornithischia",null
498885,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.709999,45.124199,"Ornithischia","Nodosauridae"
498886,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.7304,45.153,"Ornithischia",null
498888,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.197399,"Ornithischia",null
498893,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Wyoming",-107.693703,43.190498,"Ornithischia",null
498895,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811798,45.3559,"Ornithischia",null
498896,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.811798,45.3559,"Ornithischia","Nodosauridae"
498898,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.341202,"Ornithischia",null
498901,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.341202,"Ornithischia",null
498902,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.240501,"Ornithischia",null
498905,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.237701,44.6875,"Ornithischia","Nodosauridae"
498914,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia","Nodosauridae"
498916,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia","Nodosauridae"
498923,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia",null
498924,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia","Nodosauridae"
498930,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia","Nodosauridae"
498932,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Wyoming",-108.342796,44.978199,"Ornithischia",null
498933,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.100197,45.453602,"Ornithischia",null
498935,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.100197,45.453602,"Ornithischia","Nodosauridae"
498936,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.162003,45.438999,"Ornithischia","Nodosauridae"
498937,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499153,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.2649,45.380501,"Ornithischia",null
499155,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.2855,45.380501,"Ornithischia",null
499156,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.2855,45.380501,"Ornithischia",null
499157,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.2855,45.380501,"Ornithischia","Nodosauridae"
499158,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.038498,45.409698,"Ornithischia",null
499159,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.038498,45.409698,"Ornithischia","Nodosauridae"
499161,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.038498,45.409698,"Ornithischia",null
499162,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia","Nodosauridae"
499165,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Wyoming",-108.322403,44.978199,"Ornithischia","Nodosauridae"
499166,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.100197,45.351299,"Ornithischia","Nodosauridae"
499167,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.100197,45.351299,"Ornithischia",null
499168,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.100197,45.351299,"Ornithischia",null
499170,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.100197,45.351299,"Ornithischia",null
499172,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.283699,"Ornithischia",null
499173,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.283699,"Ornithischia",null
499177,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-109.894699,46.2714,"Ornithischia",null
499598,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499599,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499606,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499611,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499616,"Sauropelta","herbivorous","armored dinosaur",6.5,125,100.5,"Montana",-108.2649,45.365898,"Ornithischia","Nodosauridae"
499622,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.100197,45.453602,"Ornithischia",null
499623,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-109.706398,46.337502,"Ornithischia",null
499632,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.162003,45.438999,"Ornithischia",null
499640,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.162003,45.438999,"Ornithischia","Nodosauridae"
499655,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.162003,45.438999,"Ornithischia",null
499656,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499661,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499662,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.141403,45.438999,"Ornithischia",null
499679,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.2262,"Ornithischia",null
499680,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.2262,"Ornithischia",null
499687,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.2262,"Ornithischia",null
499689,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-108.811302,45.2262,"Ornithischia",null
499695,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.811302,45.2262,"Ornithischia",null
499697,"Sauropelta","herbivorous","armored dinosaur",6.5,125,100.5,"Montana",-108.120796,45.468201,"Ornithischia","Nodosauridae"
499702,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-108.120796,45.468201,"Ornithischia",null
499708,"Sauropelta","herbivorous","armored dinosaur",6.5,125,100.5,"Montana",-108.120796,45.468201,"Ornithischia","Nodosauridae"
499743,"Tenontosaurus","herbivorous","ornithopod",7,113,100.5,"Montana",-109.706398,46.323002,"Ornithischia",null
499856,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-109.706398,46.323002,"Ornithischia",null
499857,"Tenontosaurus","herbivorous","ornithopod",7,125,100.5,"Montana",-109.706398,46.323002,"Ornithischia",null
499858,"Sauropelta","herbivorous","armored dinosaur",6.5,125,100.5,"Montana",-109.706398,46.323002,"Ornithischia","Nodosauridae"
499880,"Microceratus","herbivorous","ceratopsian",0.5,129.4,113,"Gansu",98.300003,39.8167,"Ornithischia","Protoceratopsidae"
499900,"Protoceratops","herbivorous","ceratopsian",1.8,83.6,66,"Nei Mongol",106.98278,41.500557,"Ornithischia",null
499909,"Microceratus","herbivorous","ceratopsian",0.5,83.6,66,"Nei Mongol",103.538498,41.433701,"Ornithischia","Protoceratopsidae"
500520,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-110.550003,48.966702,"Ornithischia","Pachycephalosauridae"
500524,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-110.933296,48.966702,"Ornithischia","Pachycephalosauridae"
501213,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-110.583298,48.9333,"Ornithischia","Pachycephalosauridae"
501215,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-110.583298,48.9333,"Ornithischia","Pachycephalosauridae"
501216,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-110.616699,48.950001,"Ornithischia","Pachycephalosauridae"
501217,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-110.449997,48.983299,"Ornithischia","Pachycephalosauridae"
501516,"Gryposaurus","herbivorous","ornithopod",10,83.5,70.6,"Montana",-109.900002,46.200001,"Ornithischia","Hadrosauridae"
501519,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-109.900002,46.200001,"Ornithischia","Pachycephalosauridae"
501520,"Euoplocephalus","herbivorous","armored dinosaur",7,83.5,70.6,"Montana",-109.900002,46.200001,"Ornithischia","Ankylosauridae"
501522,"Centrosaurus","herbivorous","ceratopsian",6,83.5,70.6,"Montana",-109.900002,46.200001,"Ornithischia","Ceratopsidae"
501564,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-109.900002,46.200001,"Ornithischia","Pachycephalosauridae"
501574,"Stegoceras","herbivorous","ornithopod",2.4,83.5,70.6,"Montana",-109.66333,46.400002,"Ornithischia","Pachycephalosauridae"
501575,"Chasmosaurus","herbivorous","ceratopsian",5,83.5,70.6,"Montana",-109.66333,46.400002,"Ornithischia","Ceratopsidae"
501578,"Centrosaurus","herbivorous","ceratopsian",6,83.5,70.6,"Montana",-109.110001,46.099998,"Ornithischia","Ceratopsidae"
501688,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-104.707176,43.139351,"Ornithischia","Ceratopsidae"
504694,"Edmontosaurus","herbivorous","ornithopod",13,83.5,70.6,"Alberta",-112.883057,51.533054,"Ornithischia","Hadrosauridae"
504695,"Pentaceratops","herbivorous","ceratopsian",6.8,83.5,70.6,"Alberta",-110.415802,49.141899,"Ornithischia","Ceratopsidae"
504696,"Pentaceratops","herbivorous","ceratopsian",6.8,83.5,70.6,"Alberta",-110.597504,49.2001,"Ornithischia","Ceratopsidae"
507603,"Craspedodon",null,null,null,86.3,70.6,"Namur",4.7333,50.549999,"Ornithischia",null
507858,"Parasaurolophus","herbivorous","ornithopod",11,83.5,70.6,"New Mexico",-108,35.952778,"Ornithischia","Hadrosauridae"
507881,"Monoclonius",null,null,null,83.5,70.6,"Coahuila",-101.400002,25.700001,"Ornithischia","Ceratopsidae"
512991,"Lambeosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-111.506355,50.752739,"Ornithischia","Hadrosauridae"
512992,"Lambeosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-111.511574,50.733292,"Ornithischia","Hadrosauridae"
512993,"Lambeosaurus","herbivorous","ornithopod",9,83.5,70.6,"Alberta",-111.559807,50.741596,"Ornithischia","Hadrosauridae"
513170,"Scutellosaurus","herbivorous","armored dinosaur",1.2,199.3,182.7,"Arizona",-111.083298,35.75,"Ornithischia",null
513240,"Shanxia",null,null,null,100.5,66,"Shanxi",114.248886,40.267223,"Ornithischia","Ankylosauridae"
513266,"Planicoxa",null,null,null,129.4,125,"Utah",-109.470901,38.8293,"Ornithischia","Dryosauridae"
513430,"Qantassaurus",null,null,null,122.46,112.03,"Victoria",145.681107,-38.66111,"Ornithischia",null
513436,"Montanoceratops",null,null,null,70.6,66,"Alberta",-113.005402,51.790298,"Ornithischia","Leptoceratopsidae"
513437,"Euoplocephalus","herbivorous","armored dinosaur",7,70.6,66,"Alberta",-113.005402,51.790298,"Ornithischia","Ankylosauridae"
513492,"Talarurus","herbivorous","armored dinosaur",6,100.5,89.8,"Omnogov",107.518059,43.144169,"Ornithischia","Ankylosauridae"
513610,"Zuniceratops","herbivorous","ceratopsian",null,93.5,89.3,"New Mexico",-108.849998,35.066666,"Ornithischia",null
513671,"Thescelosaurus","herbivorous","ornithopod",3.5,83.5,70.6,"New Mexico",-108.262703,36.271099,"Ornithischia","Thescelosauridae"
513680,"Lophorhothon","herbivorous","ornithopod",4.5,83.5,70.6,"Alabama",-87.18486,32.418877,"Ornithischia","Hadrosauridae"
513750,"Titanoceratops",null,null,null,83.5,70.6,"New Mexico",-108.084198,36.213001,"Ornithischia","Ceratopsidae"
513752,"Parasaurolophus","herbivorous","ornithopod",11,83.5,70.6,"Utah",-111.777496,37.6777,"Ornithischia","Hadrosauridae"
513819,"Pachyrhinosaurus","herbivorous","ceratopsian",6,83.5,66,"Alberta",-112.991043,49.916836,"Ornithischia","Ceratopsidae"
513820,"Pachyrhinosaurus","herbivorous","ceratopsian",6,83.5,66,"Alberta",-112.989502,49.9175,"Ornithischia","Ceratopsidae"
513821,"Anchiceratops","herbivorous","ceratopsian",6,83.5,66,"Alberta",-112.989502,49.9175,"Ornithischia","Ceratopsidae"
513847,"Edmontonia","herbivorous","armored dinosaur",4,70.6,66,"Alberta",-112.985298,49.912998,"Ornithischia","Nodosauridae"
513851,"Edmontosaurus","herbivorous","ornithopod",13,83.6,66,"Alberta",-112.993202,49.9147,"Ornithischia","Hadrosauridae"
513852,"Edmontonia","herbivorous","armored dinosaur",4,83.5,66,"Alaska",-150.005554,62.500557,"Ornithischia","Nodosauridae"
513857,"Sauropelta","herbivorous","armored dinosaur",6.5,113,100.5,"Montana",-108.141403,45.438999,"Ornithischia","Nodosauridae"
513892,"Claosaurus",null,null,null,83.6,72.1,"South Dakota",-102.898003,43.667999,"Ornithischia",null
513909,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"Wyoming",-106.908333,42.155556,"Ornithischia","Ceratopsidae"
513910,"Triceratops","herbivorous","ceratopsian",9,72.1,66,"Wyoming",-106.984718,41.786388,"Ornithischia","Ceratopsidae"
514312,"Pachycephalosaurus","herbivorous","ornithopod",8,72.1,66,"Wyoming",-104.622322,43.151543,"Ornithischia","Pachycephalosauridae"
514313,"Triceratops","herbivorous","ceratopsian",9,70.6,66,"Wyoming",-104.1978,41.907799,"Ornithischia","Ceratopsidae"
514348,"Camptosaurus","herbivorous","ornithopod",5,150.8,145,"Utah",-109.317497,40.4436,"Ornithischia",null
514934,"Psittacosaurus","herbivorous","ceratopsian",2,125,113,"Ovorhangai",101.733887,45.395,"Ornithischia","Psittacosauridae"
515117,"Psittacosaurus","herbivorous","ceratopsian",2,145,100.5,"Xinjiang",86.316666,46.133331,"Ornithischia","Psittacosauridae"
516312,"Pachyrhinosaurus","herbivorous","ceratopsian",6,83.5,66,"Alberta",-112.99836,49.91576,"Ornithischia","Ceratopsidae"
516335,"Barilium",null,null,null,140.2,136.4,"England",-0.574722,50.853889,"Ornithischia","Iguanodontidae"
516336,"Hylaeosaurus","herbivorous","armored dinosaur",5,136.4,122.46,"England",-0.2,50.983299,"Ornithischia","Nodosauridae"
516338,"Hylaeosaurus","herbivorous","armored dinosaur",5,140.2,136.4,"England",-0.172222,51.086388,"Ornithischia","Nodosauridae"
516343,"Iguanodon","herbivorous","ornithopod",10,125,109,"England",-1.313889,50.587223,"Ornithischia",null
516344,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",-1.429067,50.638988,"Ornithischia",null
516380,"Iguanodon","herbivorous","ornithopod",10,136.4,122.46,"England",-0.325833,51.062778,"Ornithischia",null
516381,"Iguanodon","herbivorous","ornithopod",10,145,139.8,"England",-1.969722,50.626389,"Ornithischia",null
516398,"Owenodon",null,null,null,145,140.2,"England",-1.949167,50.602222,"Ornithischia",null
516422,"Owenodon",null,null,null,145,139.8,"England",-1.970278,50.626389,"Ornithischia",null
516427,"Owenodon",null,null,null,145,139.8,"England",-1.965,50.606667,"Ornithischia",null
516437,"Owenodon",null,null,null,145,140.2,"England",-2.246667,50.623333,"Ornithischia",null
516438,"Owenodon",null,null,null,152.1,145,"England",-0.846389,51.801109,"Ornithischia",null
516471,"Owenodon",null,null,null,145,140.2,"England",-0.248056,50.155277,"Ornithischia",null
516472,"Echinodon",null,null,null,145,140.2,"England",-2.029722,50.610832,"Ornithischia","Heterodontosauridae"
516830,"Texasetes",null,null,null,105.3,99.6,"Texas",-97.333336,32.933334,"Ornithischia","Nodosauridae"
516831,"Eolambia","herbivorous","ornithopod",null,105.3,93.5,"Utah",-111,39,"Ornithischia",null
516834,"Zuniceratops","herbivorous","ceratopsian",null,93.5,89.3,"New Mexico",-108.849998,35.066666,"Ornithischia",null
516837,"Zuniceratops","herbivorous","ceratopsian",null,93.5,89.3,"New Mexico",-108.849998,35.066666,"Ornithischia",null
516844,"Jeyawati",null,null,null,93.5,89.3,"New Mexico",-108.849998,35.066666,"Ornithischia",null
517456,"Achelousaurus","herbivorous","ceratopsian",6,83.5,70.6,"Montana",-112.642014,48.970821,"Ornithischia","Ceratopsidae"
